Time,Camara,Temp,Reciclo,API,CCN,Rend
28-ene-20,0.74782714922486,492.249828128854,1.02933886450032,4.20396852493286,27.2981128692626,74.3842232275925
30-ene-20,0.669006163790006,492.484410225059,1.02741433535864,4.59894227981567,26.4285869598388,75.8083048840463
31-ene-20,0.675987888077925,492.695749935556,1.03393962077599,4.73521852493286,26.1493816375732,75.0667630939757
01-feb-20,0.684951881782682,492.653079608804,1.04594050455909,5.45346736907958,24.7139854431152,70.0483639209391
02-feb-20,0.684951881782682,492.653079608804,1.04594050455909,5.54542016983032,24.5350112915039,70.0483639209391
03-feb-20,0.648282473947358,492.462399528193,1.04709886109688,5.44409942626953,24.7594528198242,73.9025544736874
04-feb-20,0.608532163874158,492.298295847252,1.03904816456213,5.18013858795166,25.2892723083496,73.7717249639627
05-feb-20,0.58159632089778,492.765614389335,1.04930093038834,5.62309026718139,24.4006404876708,72.6548811495432
06-feb-20,0.665662742242055,494.175845043364,1.10648458665252,5.2418999671936,25.0954647064208,75.5500997242212
07-feb-20,0.718249246055782,493.968528014759,1.14268155691438,4.71606874465942,26.0353946685791,76.7416133190096
08-feb-20,0.718249246055782,493.968528014759,1.14268155691438,4.85593891143798,25.8048019409179,76.7416133190096
09-feb-20,0.736867277361207,492.145049272363,1.08107157601808,4.76731872558593,25.9826698303222,74.2194574333747
10-feb-20,0.64882649047547,492.180357909672,1.05820017038293,3.76595568656921,27.9558143615722,77.5355016317459
11-feb-20,0.726294353780161,491.932924136048,1.04837717365957,3.71776556968688,28.0281963348388,73.669296649359
12-feb-20,0.726294353780161,491.932924136048,1.04837717365957,3.70293354988098,28.0269832611083,73.669296649359
13-feb-20,0.726294353780161,491.932924136048,1.04837717365957,3.65597009658813,28.1153831481933,73.669296649359
14-feb-20,0.680298660233977,493.495484855476,1.03511018219046,3.47686648368835,28.4468421936035,76.5511662551164
15-feb-20,0.711063802643111,493.363191767842,1.02038711235486,3.46645212173461,28.3770160675048,74.6329866005558
16-feb-20,0.66334767863765,492.056379268132,1.03227004823781,3.5792965888977,28.0928955078125,75.5030942459809
17-feb-20,0.744792680767859,492.374580353124,1.02235515634176,4.01348733901977,27.2944412231445,75.2631712559126
18-feb-20,0.639827667820894,492.722404004277,1.04373654307955,4.51144933700561,26.2888755798339,78.053968579065
19-feb-20,0.73642489221987,492.265706201774,1.02801483840027,4.83340549468994,25.8003959655761,75.543306170406
20-feb-20,0.616511475404427,492.420613990743,1.03746769590445,4.91706895828247,25.7677288055419,76.1603232670635
21-feb-20,0.547521593336685,492.376979803211,1.04989583998013,4.91681623458862,25.7681903839111,75.6155348085427
22-feb-20,0.617179316476051,492.270930389272,1.04003177189159,4.64928817749023,26.2800045013427,79.1067944140059
23-feb-20,0.592622647763151,492.457236103772,1.02484305020749,4.27037096023559,27.0227470397949,78.1550552014713
24-feb-20,0.652473286250573,491.531323719171,1.03927771024497,3.60977745056152,28.455322265625,78.3183585383924
25-feb-20,0.575540668762536,491.915717797766,1.02679929907654,3.44022464752197,28.8548583984375,77.6156669545546
26-feb-20,0.673212752193306,492.511476279703,1.03693856535785,3.39188027381896,28.9736633300781,76.8558543815666
28-feb-20,0.587191174836748,491.867543419446,1.04376192647065,3.45624279975891,28.7904605865478,75.8784459027693
29-feb-20,0.60524867885867,491.615163099894,1.02896456109404,3.36667537689208,28.9305515289306,76.0027447077184
01-mar-20,0.629033741277833,491.628821040333,1.0464661341125,3.71393513679504,27.7889747619628,77.4937112173241
02-mar-20,0.601298780806031,491.664752648023,1.034431077685,3.7243800163269,27.680513381958,76.9372455517379
03-mar-20,0.620779587498848,491.470823218775,1.03292963306855,4.60684537887573,25.9790534973144,76.987981006204
04-mar-20,0.614070039263758,490.822780803308,1.02755512278073,4.72466611862182,25.7731380462646,77.7936897369141
05-mar-20,0.641744286211032,490.697150810403,1.03136675430039,4.94377899169921,25.4199905395507,78.0572669756059
06-mar-20,0.63407221841162,490.695156836711,1.03725826547718,4.27197074890136,26.75705909729,77.5665351872749
07-mar-20,0.689684294687515,490.754147191362,1.04156169654063,4.20744180679321,26.970193862915,76.6689040537074
08-mar-20,0.589895561141675,491.263245437413,1.04226055812043,4.20277547836303,26.9815654754638,82.9359840705106
09-mar-20,0.636564453941369,490.684924593083,1.03407561659464,3.89390897750854,27.6278839111328,75.176304617266
10-mar-20,0.595132455385946,490.888558483468,1.02540694549458,3.67325568199157,28.0359439849853,75.9532233039513
11-mar-20,0.600472189599161,490.756833724602,1.03496281931009,4.837890625,25.6843109130859,75.1889411049779
12-mar-20,0.600472189599161,490.756833724602,1.03496281931009,5.18528032302856,24.9420700073242,75.1889411049779
13-mar-20,0.634624551152982,487.842179256535,1.06204061613007,5.19675874710083,24.8027629852294,66.0560278073213
14-mar-20,0.583837600784633,476.094327132359,1.54985646843202,5.19922399520874,24.797658920288,65.9949604120147
15-mar-20,0.542858944286427,493.472341628988,1.03884793993018,5.3588547706604,24.4705085754394,74.0821662247792
16-mar-20,0.645955115944103,493.066560126392,1.03346347211113,5.08823442459106,25.2332801818847,75.6135168496019
17-mar-20,0.616781083430991,493.045959253405,1.04130042210453,5.00277233123779,25.3419017791748,74.9439046270038
18-mar-20,0.615009635252714,493.305734135813,1.0421362285022,4.74959516525268,25.8316745758056,74.9752314917683
19-mar-20,0.615009635252714,493.305734135813,1.0421362285022,4.74772262573242,25.8193016052246,74.9752314917683
20-mar-20,0.648430502020269,492.009606086009,1.03691387087695,4.95438718795776,25.5059013366699,73.5361208352026
21-mar-20,0.631924486128036,492.231073158635,1.02950829345837,5.1246166229248,25.2472743988037,78.2931890429365
22-mar-20,0.62971239355458,492.691757749452,1.02720919179567,5.49753332138061,24.6572208404541,77.7720362703348
23-mar-20,0.678457056647686,492.916687014238,1.03837151855089,6.15134000778198,23.855749130249,77.9815227408992
24-mar-20,0.578990475986741,492.826201464355,1.04087163579648,5.84541225433349,24.5898075103759,77.5244435756543
25-mar-20,0.601017393440157,492.682869608948,1.04920300844424,5.76658678054809,24.7521247863769,76.9886633417526
26-mar-20,0.580642787502515,492.727086447828,1.03993341772252,5.58774614334106,24.7437324523925,75.8017869037156
27-mar-20,0.582221609698625,492.65886321994,1.06189354203407,5.54990530014038,24.7558631896972,79.6153297256538
28-mar-20,0.538821334441868,492.742086843191,1.03095397968924,5.54990577697753,24.7559051513671,78.0059323286758
29-mar-20,0.538821334441868,492.742086843191,1.03095397968924,5.37205219268798,25.2085781097412,78.0059323286758
30-mar-20,0.618972459004762,492.86731026298,1.04980208826445,4.84334850311279,26.3446407318115,78.0889939704839
31-mar-20,0.584921770138817,492.766166905882,1.03839155530543,4.77018308639526,26.5015087127685,75.8496186494732
01-abr-20,0.564082249127286,492.723824573495,1.05962096891363,4.34263753890991,27.4030113220214,75.7535043277389
02-abr-20,0.564082249127286,492.723824573495,1.05962096891363,4.17356920242309,27.6838989257812,75.7535043277389
03-abr-20,0.577353143437027,492.883554473664,1.06008313733145,4.20977878570556,27.6149864196777,73.5403360616623
04-abr-20,0.560420545887335,492.530514047101,1.05458798287442,4.22936725616455,27.6295585632324,73.2841026428745
05-abr-20,0.580518383825631,492.051816259851,1.04192307306459,4.07163000106811,27.9543590545654,68.9296529992271
06-abr-20,0.659878969625439,492.168408274941,1.01189967421239,3.90564846992492,28.2962131500244,76.4927159411995
07-abr-20,0.659878969625439,492.168408274941,1.01189967421239,3.77893161773681,28.5359268188476,76.4927159411995
08-abr-20,0.640265483955691,491.483832401442,1.10026640333718,4.03581237792968,28.042459487915,71.6971473478219
09-abr-20,0.64195771489368,491.379544628526,1.14985736541776,4.49840259552001,27.1353206634521,74.3319133897179
10-abr-20,0.562391887926111,490.703683887631,1.11003978255825,4.79216146469116,26.5464057922363,73.9838368729844
11-abr-20,0.560239755420354,491.229105790909,1.04991529333981,4.70503759384155,26.8602123260498,74.4371401979493
12-abr-20,0.560239755420354,491.229105790909,1.04991529333981,4.61881923675537,27.1818008422851,74.4371401979493
13-abr-20,0.530417105321505,491.457203553438,1.07050818856462,4.44518899917602,27.4504699707031,74.6837398643872
14-abr-20,0.599068842746896,490.863644950788,1.06031642529251,4.37569999694824,27.5698661804199,72.9543598290748
15-abr-20,0.519930551662037,490.52192832116,1.06641786982319,4.35824060440063,27.6262245178222,71.0882810315497
16-abr-20,0.519930551662037,490.52192832116,1.06641786982319,4.40494632720947,27.5823097229003,71.0882810315497
17-abr-20,0.519930551662037,490.52192832116,1.06641786982319,4.42723846435546,27.5584278106689,71.0882810315497
18-abr-20,0.574608278935298,490.859605010603,1.11663492120306,4.46677446365356,27.5069274902343,73.0587956089523
19-abr-20,0.583793572557337,490.121587329541,1.07249666179993,4.41383600234985,27.5835132598876,71.3065493085142
20-abr-20,0.530854420497762,490.320308658636,1.07666032324643,4.38641834259033,27.6228199005126,71.06818953938
21-abr-20,0.57840169109607,490.307795546741,1.05262183408903,4.42721509933471,27.5569820404052,73.7863225244536
22-abr-20,0.57840169109607,490.307795546741,1.05262183408903,4.39988231658935,27.5737342834472,73.7863225244536
23-abr-20,0.553008634785668,490.476336865763,1.07199717055345,4.36005496978759,27.615135192871,71.1522216730693
24-abr-20,0.569903756698671,490.272719492415,0.937356258837459,3.77919483184814,28.7160282135009,72.6533383702742
25-abr-20,0.506794765526498,490.335891881492,0.392259739091298,3.66472697257995,28.8312740325927,73.4198282942868
26-abr-20,0.538736942268785,490.525963462621,1.05771647394147,3.54570603370666,28.9511051177978,72.4693807928167
27-abr-20,0.554875986381486,490.934607018974,1.0830256022955,3.69547772407531,28.6389465332031,66.8228563624548
28-abr-20,0.554875986381486,490.934607018974,1.0830256022955,3.88342213630676,28.1728038787841,66.8228563624548
30-abr-20,0.524830538513485,491.278326543038,1.0695821705804,4.23994445800781,27.2494316101074,72.4060657310423
01-may-20,0.543195387087056,491.194149642428,1.05428662560293,4.24995565414428,27.2298011779785,73.0249412906907
02-may-20,0.556662083502833,491.445789704376,1.083220946674,4.19797420501708,27.3673496246337,70.298567243587
03-may-20,0.556662083502833,491.445789704376,1.083220946674,4.26374387741088,27.233320236206,70.298567243587
04-may-20,0.567496021893106,491.466272174621,1.07350682085057,4.31384372711181,27.1087684631347,73.7970517150898
05-may-20,0.543886571193048,491.244087598842,1.0732941700767,4.42073011398315,26.8225765228271,71.1598730316809
06-may-20,0.591231169289894,492.079716185656,1.07641655989453,4.36985731124877,26.8673305511474,72.0026497683229
07-may-20,0.559423436835948,493.330495434715,1.11101309291959,4.35455608367919,26.8759365081787,74.207110588967
08-may-20,0.559423436835948,493.330495434715,1.11101309291959,4.3769154548645,26.8366088867187,74.207110588967
09-may-20,0.614999944180636,493.506513199379,1.12319982079961,4.41850662231445,26.7233505249023,72.3813534882415
10-may-20,0.553810524832435,493.368658371853,1.12520344865161,4.45069074630737,26.6388282775878,70.8583471164366
11-may-20,0.603289176098646,493.372970351486,1.09669218767833,4.50388717651367,26.509593963623,71.6335840282841
12-may-20,0.51989939480882,493.424461704047,1.0921788695863,4.35774087905883,26.7443389892578,73.2327414131523
13-may-20,0.57204697003281,493.52255267532,1.13611831670437,4.2777714729309,26.8604259490966,72.5366678446663
14-may-20,0.57204697003281,493.52255267532,1.13611831670437,4.14674377441406,27.0593833923339,72.5366678446663
15-may-20,0.536342975762861,493.43763875258,1.17031454395333,4.14035892486572,27.0662803649902,67.1621493530496
16-may-20,0.589751659129442,493.36620522095,1.14375607984912,4.14787673950195,27.0406379699707,70.2452289067422
17-may-20,0.517123422407153,493.250260301298,1.19041500779023,4.20596361160278,26.8823814392089,68.3588676338351
18-may-20,0.517123422407153,493.250260301298,1.19041500779023,4.31383085250854,26.6351165771484,68.3588676338351
19-may-20,0.571022779725588,493.466476099018,1.15316245702493,4.43025302886962,26.4185676574707,70.3370282246622
20-may-20,0.507083879232052,492.855656968799,1.1968575892025,4.55037832260131,26.2259330749511,65.4449389117543
21-may-20,0.517145112605821,492.298788360053,1.17018792730767,4.87138748168945,25.7774391174316,71.593873120011
22-may-20,0.517145112605821,492.298788360053,1.17018792730767,5.16263484954833,25.3553371429443,71.593873120011
23-may-20,0.517145112605821,492.298788360053,1.17018792730767,5.47573566436767,24.8448982238769,71.593873120011
24-may-20,0.517145112605821,492.298788360053,1.17018792730767,5.38366365432739,25.071699142456,71.593873120011
25-may-20,0.517145112605821,492.298788360053,1.17018792730767,5.46765184402465,25.0010643005371,71.593873120011
26-may-20,0.635944814537929,380.828444975552,6.09486054061083,6.12405729293823,24.0521049499511,88.9298010224925
27-may-20,0.543334928483223,492.964148728584,1.13122654983262,6.21286010742187,23.9145050048828,70.413143660838
28-may-20,0.599752522817728,492.982020420278,1.15833130856221,6.28041553497314,23.809829711914,70.197348255983
29-may-20,0.599752522817728,492.982020420278,1.15833130856221,6.59830570220947,22.8186054229736,70.197348255983
30-may-20,0.599752522817728,492.982020420278,1.15833130856221,6.84966421127319,22.2149600982666,70.197348255983
31-may-20,0.5907802966684,493.292203462712,1.20660022854891,7.22486114501953,21.3445034027099,70.6310846809671
01-jun-20,0.538604656012147,493.492006464224,1.06926514300457,6.53984117507934,22.810791015625,73.5754568456332
02-jun-20,0.538604656012147,493.492006464224,1.06926514300457,6.20663356781005,23.4862365722656,73.5754568456332
03-jun-20,0.652431279782471,492.50872791772,1.07414829392138,5.85518217086791,23.9774436950683,76.8497749276449
04-jun-20,0.540072321791628,491.598759948911,1.08346772670401,5.73619699478149,24.1582832336425,75.7520901205328
05-jun-20,0.725480088948734,490.981321614471,1.04233824813523,5.08378458023071,25.3293437957763,77.4875193844322
06-jun-20,0.54835517032094,491.018590902354,1.08709426054769,5.42690086364746,24.7390213012695,77.0902096427228
07-jun-20,0.740062876203917,492.510834795285,1.13173853171251,5.63236141204833,24.3837833404541,78.7413581064785
08-jun-20,0.740062876203917,492.510834795285,1.13173853171251,5.82857179641723,24.0396995544433,78.7413581064785
09-jun-20,0.551949047893733,492.422515774054,1.14527887942006,5.68017387390136,24.226655960083,76.973789896623
10-jun-20,0.817392276951475,492.612500403014,1.12057785847219,5.6704077720642,24.2341804504394,75.5579646175229
11-jun-20,0.578434794151013,492.540274284231,1.14203938561673,5.84585189819335,23.9561443328857,76.5677040038012
12-jun-20,0.830618555355998,492.481931187692,1.11085293933527,5.98282051086425,23.6968574523925,78.0457714293596
13-jun-20,0.560025341656191,492.642566114231,1.2050093632714,4.84775257110595,25.7107582092285,76.0598460356413
14-jun-20,0.91380908438035,492.668605043919,1.11881756396136,5.17900848388671,25.1479530334472,76.916345808922
15-jun-20,0.91380908438035,492.668605043919,1.11881756396136,5.22568750381469,25.1102066040039,76.916345808922
16-jun-20,0.597877607771027,492.522072192467,1.1446044379504,5.25569057464599,25.098440170288,72.4171318218595
17-jun-20,0.943176676002799,492.826723776167,1.1369852434667,5.31219720840454,25.0331707000732,74.1098185354396
18-jun-20,0.544478912258395,492.809438664529,1.15124866909677,5.32141828536987,25.0163688659667,71.5420289471524
19-jun-20,0.942173323759525,492.830839235914,1.19320112409954,5.3280611038208,25.0042667388916,64.0930397851858
21-jun-20,0.878587920634845,491.389294016529,1.11034690407985,5.38410186767578,25.1642169952392,71.200385696836
22-jun-20,0.878587920634845,491.389294016529,1.11034690407985,5.42530727386474,25.1377639770507,71.200385696836
23-jun-20,0.878587920634845,491.389294016529,1.11034690407985,5.42906427383422,25.1298637390136,71.200385696836
24-jun-20,0.878587920634845,491.389294016529,1.11034690407985,6.14024543762207,23.7892456054687,71.200385696836
25-jun-20,0.878587920634845,491.389294016529,1.11034690407985,7.28704261779785,21.6046543121337,71.200385696836
26-jun-20,0.878587920634845,491.389294016529,1.11034690407985,7.66866254806518,20.8127975463867,71.200385696836
27-jun-20,0.878587920634845,491.389294016529,1.11034690407985,7.47224283218383,21.0108470916748,71.200385696836
28-jun-20,0.878587920634845,491.389294016529,1.11034690407985,6.67944288253784,22.3347911834716,71.200385696836
29-jun-20,0.878587920634845,491.389294016529,1.11034690407985,6.44873476028442,22.7337646484375,71.200385696836
30-jun-20,0.878587920634845,491.389294016529,1.11034690407985,6.72688817977905,22.2124423980712,71.200385696836
01-jul-20,0.878587920634845,491.389294016529,1.11034690407985,6.79916906356811,22.1156463623046,71.200385696836
02-jul-20,0.878587920634845,491.389294016529,1.11034690407985,6.72062301635742,22.2530765533447,71.200385696836
03-jul-20,0.794056333366908,323.443183007739,3.63502798383122,6.74420404434204,22.2900161743164,97.2881297603888
04-jul-20,1.11777397501912,491.766184282495,1.02050067515547,6.9836082458496,21.9433135986328,75.5573761992886
05-jul-20,1.11777397501912,491.766184282495,1.02050067515547,7.73060894012451,20.5387859344482,75.5573761992886
06-jul-20,0.584479347162568,492.585460775128,1.0628316429592,6.98962259292602,21.5602569580078,76.3964631885341
07-jul-20,1.08333498014546,493.690020815603,1.10577961062252,6.99755668640136,21.5079174041748,76.9124765057661
08-jul-20,0.537823191623975,493.402745418411,1.11319149448985,6.98794841766357,21.3942070007324,77.1508755683741
09-jul-20,1.35049480768731,493.502404154706,1.07630481723548,6.50757360458374,22.1093158721923,76.3721390051307
10-jul-20,0.597033776610585,493.551999953804,1.06151930387788,6.44956254959106,22.2914505004882,79.1685090268871
11-jul-20,0.597033776610585,493.551999953804,1.06151930387788,6.20137023925781,22.8505268096923,79.1685090268871
12-jul-20,1.34229837879148,493.480729636424,1.01246827053967,5.7931637763977,23.6091766357421,79.9774480344086
13-jul-20,0.552246186388954,494.070804529805,1.03498437966919,5.81917238235473,23.5759601593017,79.5714767365032
14-jul-20,1.16664318963745,494.317469668636,1.02330490137374,5.82619667053222,23.56640625,77.536390644972
15-jul-20,0.603544703636968,493.880577574661,1.03635055696515,5.8451771736145,23.579345703125,80.9358236963548
16-jul-20,1.43994867520203,495.184394894193,1.01412019478273,5.87367630004882,23.5370922088623,78.7238863319708
17-jul-20,0.617849229830828,495.482404089774,1.04043289310448,5.92041778564453,23.4657897949218,79.5019431285457
18-jul-20,1.42213581870795,494.889317915749,1.0180075742585,6.23480176925659,22.620584487915,78.6809755808048
19-jul-20,0.60774567835121,494.827139631843,1.03441175165503,6.11084079742431,22.8958339691162,80.0061346028228
20-jul-20,0.60774567835121,494.827139631843,1.03441175165503,5.96453666687011,23.2215404510498,80.0061346028228
21-jul-20,0.608978035442498,493.767022137805,1.0330014694777,5.89919185638427,23.2494106292724,79.3659532391001
22-jul-20,1.54625286116473,494.579420786358,1.01784113181361,5.8502721786499,23.3378810882568,80.7633195010474
23-jul-20,1.54625286116473,494.579420786358,1.01784113181361,5.75904273986816,23.5034294128417,80.7633195010474
24-jul-20,0.59470049801647,493.805351906735,1.03159048189292,5.89153623580932,23.1242065429687,79.4826146173413
25-jul-20,1.59724835705818,495.433410550114,1.02681311551075,5.98298168182373,23.087194442749,76.769678606088
26-jul-20,0.598668899209893,493.842829228831,1.03413994721435,5.72759342193603,23.5968856811523,79.3363919245776
27-jul-20,1.62932400065776,495.203295094641,1.01226659151465,6.23359441757202,22.8400726318359,77.4852341932054
28-jul-20,0.585641059276704,493.575633140661,1.02660761116778,6.22928476333618,22.7831420898437,80.7638143460874
29-jul-20,1.69540593241438,495.87111557673,1.09510411328221,6.07534456253051,22.8957157135009,79.4800245308883
30-jul-20,0.599438991203274,493.485862246502,1.15625256514385,6.03462362289428,22.9669723510742,80.5717100440004
31-jul-20,0.599438991203274,493.485862246502,1.15625256514385,6.02954959869384,23.0199642181396,80.5717100440004
01-ago-20,0.599438991203274,493.485862246502,1.15625256514385,6.06995725631713,23.1531085968017,80.5717100440004
02-ago-20,0.603441559600368,493.554624007995,1.15012129716195,6.06381225585937,23.3528614044189,78.535487189986
03-ago-20,0.645023229534977,493.709862599609,1.1514767785967,6.14846134185791,23.4308052062988,78.7990476660155
04-ago-20,0.5660292551062,493.557987959309,1.11042015138889,6.29180574417114,23.3055934906005,79.2758237187709
05-ago-20,0.625656580088162,493.440781621764,1.03726798868343,6.31170034408569,23.2785720825195,78.3632267974845
06-ago-20,0.625656580088162,493.440781621764,1.03726798868343,6.50050401687622,22.9245643615722,78.3632267974845
07-ago-20,0.513908337219529,491.728166002281,1.02929251947216,6.57121658325195,22.835205078125,78.8572501903466
08-ago-20,0.599421574159629,491.721800238643,1.048547134018,6.88444328308105,22.1787357330322,78.0390138457338
09-ago-20,0.497690236952115,491.555066829469,1.04827457152025,7.00796699523925,21.8803329467773,80.0954503925146
10-ago-20,0.574567884571971,491.695991701218,1.05809582740961,6.80286502838134,22.2233829498291,78.9665298216664
11-ago-20,0.523111245805641,491.559885509247,1.04564483167128,6.69731092453002,22.3930587768554,79.0778135580147
12-ago-20,0.523111245805641,491.559885509247,1.04564483167128,6.8124885559082,22.1772098541259,79.0778135580147
13-ago-20,0.648531655569694,491.707638879147,1.04574037610554,6.71818351745605,22.3291931152343,79.9179871094076
14-ago-20,0.572655845470147,491.628896592145,1.04094097584135,5.83676528930664,23.9332008361816,80.618852617947
15-ago-20,0.642609746349353,491.832323659264,1.0348771881491,5.86297512054443,23.9109878540039,80.3506293571073
16-ago-20,0.584695572810421,492.365325733793,1.05887131275813,5.56382322311401,24.5687198638916,79.8331828874159
17-ago-20,0.625044329122356,493.824544196885,1.08952185852721,5.45050859451293,24.7406253814697,80.6679770645017
18-ago-20,0.565189830381383,493.715729672451,1.07573794896438,5.4363260269165,24.8610153198242,79.4403287048237
19-ago-20,0.650139730601434,493.325330399674,1.09422563376052,5.4872612953186,24.7994880676269,78.61284927022
20-ago-20,0.591770563065759,492.93934671651,1.0856493973834,5.21031856536865,25.4028205871582,77.6649308922213
21-ago-20,0.662414085502205,492.583210418589,1.06919627347385,5.17010450363159,25.5781631469726,78.5523695259837
22-ago-20,0.559412890668485,492.058323847023,1.0329619827663,5.576913356781,24.8624267578125,78.5852439630885
23-ago-20,0.559412890668485,492.058323847023,1.0329619827663,5.65887737274169,24.6925621032714,78.5852439630885
24-ago-20,0.594579428365311,491.815980782071,1.03465249372892,6.3906226158142,23.2244338989257,78.9961840761436
25-ago-20,0.594579428365311,491.815980782071,1.03465249372892,6.38009691238403,23.24507522583,78.9961840761436
26-ago-20,0.612398602570829,492.810779676516,1.09328254034326,6.24090480804443,23.4717750549316,76.3913753328652
27-ago-20,0.522224149811127,493.005341795299,1.13466949262842,6.2419581413269,23.4702644348144,77.2507528899114
28-ago-20,0.576924489820468,492.89933992169,1.12556521180224,6.2271933555603,23.4912700653076,77.9666901901686
29-ago-20,0.530010021653861,492.894464387636,1.13210891602184,6.28316020965576,23.3758697509765,77.4381126704166
30-ago-20,0.60464938655631,492.867940072548,1.12260047107264,6.34521865844726,23.2514572143554,77.1736766445656
31-ago-20,0.60464938655631,492.867940072548,1.12260047107264,6.27691745758056,23.2283973693847,77.1736766445656
01-sept-20,0.544831009165252,492.934509313515,1.11529180701577,6.28760480880737,23.1850795745849,77.5773599798931
02-sept-20,0.622525757959454,492.830687652943,1.11337034428588,6.281982421875,23.1411437988281,77.6096165711159
03-sept-20,0.626448951883149,492.494362116045,1.09695620459052,6.44148826599121,22.7785320281982,76.4429973672993
04-sept-20,0.648761861227289,492.842147432665,1.08525876231077,6.31301546096801,23.2321395874023,79.9920772744738
05-sept-20,0.672370864122921,492.67564232867,1.08911695601438,6.30010843276977,23.2749710083007,77.6044209576334
06-sept-20,0.663974296852118,492.695315106445,1.10438910597682,6.79202318191528,22.5288524627685,78.8245654065339
07-sept-20,0.663974296852118,492.695315106445,1.10438910597682,6.59367609024047,22.8646392822265,78.8245654065339
08-sept-20,0.625324256380965,492.651695594674,1.10600855575022,6.37991857528686,23.2893352508544,78.575192431416
09-sept-20,0.668113513661651,493.051337260854,1.11002938436293,6.02572631835937,23.9861240386962,79.1810778318321
10-sept-20,0.597435252136678,491.450077206109,1.15513908261018,5.72059297561645,24.4243068695068,75.1139532522247
11-sept-20,0.66488748498656,490.826967511229,1.12381647494027,5.52866172790527,24.7612018585205,76.5330867232893
12-sept-20,0.61751696395301,493.756681942099,1.10232162478115,5.23104763031005,25.2967357635498,79.7810422720668
13-sept-20,0.724623185034483,493.5681875609,1.09868720643312,5.32564830780029,25.0492191314697,75.9655440597773
14-sept-20,0.724623185034483,493.5681875609,1.09868720643312,5.39026594161987,24.9079818725585,75.9655440597773
15-sept-20,0.671446805747772,493.500442066928,1.1119153902319,5.48199367523193,24.7316131591796,77.5046206660373
16-sept-20,0.671446805747772,493.500442066928,1.1119153902319,5.45799875259399,24.7379474639892,77.5046206660373
17-sept-20,0.694471200997821,492.573945100324,1.04520183606714,5.57576608657836,24.4457759857177,79.3135198643033
18-sept-20,0.701647954164602,492.568552546134,1.03814276069172,5.80731058120727,23.9746417999267,79.7454885901967
19-sept-20,0.635539158048265,492.357828979702,1.03637548232416,5.90315437316894,23.9134197235107,79.6454591939864
20-sept-20,0.695647671525722,492.599677518201,1.03807336827931,6.05453395843505,23.6569690704345,79.6461202264218
21-sept-20,0.652029299376387,492.680236606902,1.03908009112759,6.69520282745361,22.4256782531738,78.5409576689067
22-sept-20,0.735166407741743,492.476523710971,1.04378477815531,6.65842914581298,22.4833316802978,78.8430790997248
23-sept-20,0.638303519550161,492.715504890374,1.03809773995387,6.63431882858276,22.519453048706,80.0961590617868
24-sept-20,0.699717362048699,491.986900777629,1.04469411643977,6.64219617843627,22.5194454193115,81.0760223019211
25-sept-20,0.648794282466205,493.566981824164,1.07101345101633,7.19742441177368,21.3587074279785,80.5213977547377
